,Unnamed: 0,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,cluser,Inactive_year
151,151,604,4939,Prof Torey DuBuque,Mr,Male,1,Married,33,2020-01-13,2021-07-30,Inactive,2021-07-30,1333.0,,Staff,Contarct Basis,Buddhist,Site Engineer,1981.0,1,2021.0
152,152,605,4927,Stella Aufderhar,Mr,Male,1,Married,6,2019-12-02,,Inactive,2020-09-18,605.0,,Staff,Contarct Basis,Buddhist,Project Manager,1984.0,0,2020.0
153,153,606,4929,Prof Kameron Murphy Sr,Mr,Male,1,Married,7,2019-12-04,,Active,,,,Staff,Contarct Basis,Buddhist,Store Keeper,1996.0,2,
154,154,607,4930,Alessandra Hermann,Ms,Female,1,Single,89,2019-12-04,2021-05-03,Inactive,2021-05-03,,,Staff,Contarct Basis,Buddhist,Planning Engineer,1993.0,0,2021.0
155,155,608,4931,Stone Hyatt I,Mr,Male,3,Single,22,2019-12-10,2021-03-14,Inactive,2021-02-14,,,Staff,Contarct Basis,Hindu,Technical Officer,1994.0,0,2021.0
156,156,609,4933,Ms Wilma Lowe,Ms,Female,1,Married,84,2019-12-26,,Inactive,2020-07-31,,,Staff,Contarct Basis,Buddhist,HR Executive,1986.0,0,2020.0
157,157,610,4934,Dr Sigmund Bartell,Mr,Male,3,Married,9,2019-12-30,2022-09-12,Inactive,2022-09-12,,,Staff,Contarct Basis,Hindu,Assistance QS,1995.0,0,2022.0
158,158,611,4935,Corene Hyatt Sr,Mr,Male,1,Married,27,2019-12-30,2022-04-30,Inactive,2022-04-30,,,Staff,Contarct Basis,Buddhist,Supervisor,1971.0,0,2022.0
159,159,614,4817,Laurence Hamill,Mr,Male,1,Married,7,2019-07-01,2021-07-31,Inactive,2021-07-31,,,Staff,Contarct Basis,Buddhist,Store Keeper,1946.0,0,2021.0
160,160,615,4580,Mr Wilfredo Schmidt DVM,Mr,Male,1,Married,33,2019-02-26,2021-10-31,Inactive,2021-10-31,,,Staff,Contarct Basis,Buddhist,Site Engineer,1977.0,1,2021.0
161,161,616,4827,Charlotte Bauch,Mr,Male,3,Single,8,2019-07-24,2022-02-28,Inactive,2022-02-28,,,Staff,Contarct Basis,Hindu,Quantity Surveyor,1993.0,2,2022.0
162,162,617,4684,Marcelo Lubowitz II,Mr,Male,5,Single,33,2019-04-23,,Inactive,2020-09-29,,,Staff,Contarct Basis,Muslim,Site Engineer,1994.0,0,2020.0
163,163,618,4829,Fermin Medhurst,Mr,Male,1,Married,64,2019-07-24,2022-02-26,Inactive,2022-02-26,,,Staff,Contarct Basis,Buddhist,Safety Officer,1984.0,2,2022.0
164,164,619,4831,Jamie Ortiz,Mr,Male,1,Single,27,2019-07-23,2021-07-30,Inactive,2021-07-30,1333.0,,Staff,Contarct Basis,Buddhist,Supervisor,1991.0,0,2021.0
165,165,620,4832,Jacky Luettgen,Mr,Male,1,Single,27,2019-07-23,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Supervisor,1993.0,0,
166,166,621,4810,Prof Vinnie Waelchi,Mr,Male,1,Single,8,2019-07-01,2021-11-30,Inactive,2021-11-30,1538.0,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987.0,2,2021.0
167,167,622,4862,Demetris Heaney,Mr,Male,1,Single,36,2019-09-15,,Inactive,2020-11-23,,,Staff,Contarct Basis,Buddhist,Engineer Assistant,1990.0,0,2020.0
168,168,624,4863,Justina Tillman,Mr,Male,1,Single,108,2019-09-15,,Active,,624.0,,Staff,Contarct Basis,Buddhist,QAQC Engineer,1992.0,2,
169,169,625,3950,Mr Giovani Schimmel,Mr,Male,1,Married,6,2018-06-02,2021-02-12,Inactive,2021-02-12,625.0,,Staff,Contarct Basis,Buddhist,Project Manager,1965.0,0,2021.0
170,170,626,4864,Ricardo Fadel,Ms,Female,1,Single,48,2019-08-26,2021-10-25,Inactive,2021-10-25,,,Staff,Contarct Basis,Buddhist,Draughtsman,1993.0,2,2021.0
171,171,627,4865,Anita Sporer IV,Mr,Male,1,Single,22,2019-09-02,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1990.0,2,
172,172,628,4867,Clifton Kerluke,Mr,Male,1,Married,6,2019-09-12,2022-02-28,Inactive,2022-02-28,,,Staff,Contarct Basis,Buddhist,Project Manager,1981.0,1,2022.0
173,173,629,4868,Prof Newell Ondricka V,Mr,Male,1,Single,48,2019-09-16,2022-04-30,Inactive,2022-04-30,,,Staff,Contarct Basis,Buddhist,Draughtsman,1993.0,2,2022.0
174,174,630,4869,John Halvorson,Mr,Male,1,Single,27,2019-08-22,2021-04-30,Inactive,2021-04-30,,,Staff,Contarct Basis,Buddhist,Supervisor,1989.0,0,2021.0
175,175,631,4427,Khalid Lockman I,Mr,Male,1,Single,33,2018-12-26,,Inactive,2020-10-31,,,Staff,Contarct Basis,Buddhist,Site Engineer,1992.0,0,2020.0
176,176,633,4815,Opal Yundt,Mr,Male,1,Married,33,2019-07-08,,Inactive,2020-08-30,,,Staff,Contarct Basis,Buddhist,Site Engineer,1990.0,0,2020.0
177,177,634,4871,Garrison Steuber,Mr,Male,1,Married,64,2019-09-01,,Active,,,,Staff,Contarct Basis,Buddhist,Safety Officer,1971.0,2,
178,178,635,4873,Laurianne Adams,Mr,Male,3,Single,27,2019-09-16,,Inactive,2020-11-30,,,Staff,Contarct Basis,Hindu,Supervisor,1996.0,0,2020.0
179,179,636,4876,Mr Cooper Hills,Mr,Male,3,Single,36,2019-09-16,,Active,,,,Staff,Contarct Basis,Hindu,Engineer Assistant,1994.0,2,
180,180,638,4883,Prof Alfreda Mills Jr,Mr,Male,1,Married,22,2019-09-26,,Inactive,2020-09-17,,,Staff,Contarct Basis,Buddhist,Technical Officer,1989.0,0,2020.0
181,181,639,4884,Jeramie Simonis,Mr,Male,3,Single,22,2019-10-14,2022-10-10,Inactive,2022-10-10,,,Staff,Contarct Basis,Hindu,Technical Officer,1989.0,2,2022.0
182,182,640,4885,Oral Marks,Mr,Male,1,Married,8,2019-09-26,,Inactive,2020-06-30,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1966.0,0,2020.0
183,183,641,4887,Jaime Paucek,Mr,Male,1,Married,22,2019-10-01,,Inactive,2020-07-31,,,Staff,Contarct Basis,Buddhist,Technical Officer,1987.0,0,2020.0
184,184,642,4893,Ashlynn Balistreri,Mr,Male,3,Married,7,2019-10-10,2021-04-30,Inactive,2021-04-30,,,Staff,Contarct Basis,Hindu,Store Keeper,1952.0,0,2021.0
185,185,643,4894,Ima Jast,Mr,Male,3,Married,22,2019-06-29,,Inactive,2020-10-15,,,Staff,Contarct Basis,Hindu,Technical Officer,1985.0,0,2020.0
186,186,644,4897,Prof Nannie Cole,Mr,Male,1,Single,8,2019-10-21,2022-05-14,Inactive,2022-05-14,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1996.0,0,2022.0
187,187,645,4903,Dedric Steuber,Mr,Male,3,Single,33,2019-10-28,2022-01-23,Inactive,2022-01-23,,,Staff,Contarct Basis,Hindu,Site Engineer,1987.0,1,2022.0
188,188,646,4909,Hollie Rath,Mr,Male,3,Married,36,2019-11-06,,Active,,,,Staff,Contarct Basis,Hindu,Engineer Assistant,1987.0,2,
189,189,649,4914,Nolan Cronin Jr,Mr,Male,4,Married,6,2019-11-18,,Inactive,2020-11-17,649.0,,Staff,Contarct Basis,Catholic,Project Manager,1971.0,0,2020.0
190,190,650,4916,Tate Hackett,Mr,Male,1,Married,64,2019-11-19,,Active,,,,Staff,Contarct Basis,Buddhist,Safety Officer,1968.0,2,
191,191,651,4918,Wayne Hartmann,Mr,Male,3,Married,6,2019-11-20,,Inactive,2020-11-20,651.0,,Staff,Contarct Basis,Hindu,Project Manager,1969.0,0,2020.0
192,192,652,4919,Oma McGlynn,Mr,Male,3,Married,33,2019-11-20,,Inactive,2020-10-10,,,Staff,Contarct Basis,Hindu,Site Engineer,1987.0,0,2020.0
193,193,653,4920,Aleen Kub IV,Mr,Male,1,Married,7,2019-11-25,,Active,,,,Staff,Contarct Basis,Buddhist,Store Keeper,1976.0,2,
194,194,654,4922,Rogelio Wyman,Mr,Male,1,Married,64,2019-11-20,,Inactive,2020-07-31,,,Staff,Contarct Basis,Buddhist,Safety Officer,1969.0,0,2020.0
195,195,655,4923,Bernardo Roberts,Mr,Male,1,Single,54,2019-11-22,,Inactive,2020-03-14,,,Staff,Contarct Basis,Buddhist,Lab Technician,1981.0,0,2020.0
196,196,656,4924,Jayde Gaylord DDS,Mr,Male,1,Married,35,2019-11-25,2021-09-07,Inactive,2021-09-07,,,Staff,Contarct Basis,Buddhist,Operator-Excavator,1992.0,0,2021.0
197,197,658,4928,Clarabelle Smitham,Mr,Male,1,Married,8,2019-12-02,,Inactive,2020-09-30,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988.0,0,2020.0
198,198,659,326,Missouri Satterfield,Mr,Male,3,Married,8,2005-11-28,,Active,,,,Staff,Contarct Basis,Hindu,Quantity Surveyor,1981.0,2,
199,199,660,4420,Mikel Rutherford,Mr,Male,1,Married,102,2018-12-01,,Inactive,2020-08-22,,,Staff,Contarct Basis,Buddhist,Tractor Driver,1978.0,0,2020.0
200,200,662,4692,Bettie Rowe,Mr,Male,1,Single,39,2019-01-04,2021-08-31,Inactive,2021-08-31,,,Staff,Contarct Basis,Buddhist,Site Engineer-Trainee,1993.0,2,2021.0
201,201,663,4720,Sarina Christiansen,Mr,Male,1,Single,7,2019-05-02,,Inactive,2020-07-21,,,Staff,Contarct Basis,Buddhist,Store Keeper,1993.0,0,2020.0
202,202,664,4820,Dr Jazmyne Farrell MD,Mr,Male,1,Married,8,2019-07-15,,Active,,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988.0,2,
203,203,665,3957,Toy Toy,Mr,Male,1,Single,7,2018-06-18,,Inactive,2020-08-30,,,Staff,Contarct Basis,Buddhist,Store Keeper,1994.0,0,2020.0
204,204,666,4345,Annamarie Cartwright,Mr,Male,1,Married,80,2018-10-17,,Inactive,2020-02-29,,,Staff,Contarct Basis,Buddhist,Driver - cab,1985.0,0,2020.0
205,205,667,4768,Stanley Zulauf,Mr,Male,1,Married,6,2019-06-03,2021-10-21,Inactive,2021-10-21,,,Staff,Contarct Basis,Buddhist,Project Manager,1983.0,1,2021.0
206,206,668,2971,Hobart Stracke,Mr,Male,1,Single,36,2017-03-20,2021-08-08,Inactive,2021-08-08,,,Staff,Contarct Basis,Buddhist,Engineer Assistant,1986.0,2,2021.0
207,207,670,4858,Mrs Shanna Pagac,Mr,Male,1,Married,22,2019-09-12,,Inactive,2020-09-28,,,Staff,Contarct Basis,Buddhist,Technical Officer,1987.0,0,2020.0
208,208,671,4688,Karen Sipes,Mr,Male,3,Single,6,2019-05-15,,Inactive,2021-08-12,,,Staff,Contarct Basis,Hindu,Project Manager,1991.0,1,2021.0
209,209,672,4907,Dr Megane Stoltenberg,Mr,Male,5,Married,24,2019-11-01,,Inactive,2020-07-06,,,Staff,Contarct Basis,Muslim,Driver,1976.0,0,2020.0
210,210,673,4915,Thurman Greenfelder,Mr,Male,5,Married,73,2019-11-18,,Active,,673.0,,Staff,Contarct Basis,Muslim,Resident Engineer,1978.0,1,
211,211,674,2776,Lionel Hettinger,Mr,Male,1,Married,48,2016-11-29,,Inactive,2020-09-30,,,Staff,Contarct Basis,Buddhist,Draughtsman,1978.0,0,2020.0
212,212,675,3620,Elian Oberbrunner,Mr,Male,1,Married,37,2017-12-16,,Inactive,2020-09-15,,,Staff,Contarct Basis,Buddhist,Driver-Tractor,1980.0,0,2020.0
213,213,676,4708,Loraine Schmeler,Mr,Male,1,Single,31,2019-04-22,,Inactive,2020-04-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958.0,0,2020.0
214,214,677,3930,Manuel Rau,Mr,Male,1,Married,55,2019-01-01,2021-06-30,Inactive,2021-06-30,,,Labour,Contarct Basis,Buddhist,Fitter,1976.0,0,2021.0
215,215,678,3933,Prof Barney Carroll Sr,Mr,Male,1,Single,31,2019-01-01,2020-12-28,Inactive,2020-12-28,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,0,2020.0
216,216,680,4510,Prof Rowena Skiles,Mr,Male,1,Married,31,2019-01-01,2020-12-31,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,0,2020.0
217,217,682,169036,Oleta Schroeder,Mr,Male,1,Married,31,2020-12-06,2021-05-31,Inactive,2021-05-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1955.0,0,2021.0
218,218,683,4516,America Haley,Mr,Male,1,Married,55,2019-01-01,2020-12-31,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Fitter,1991.0,0,2020.0
219,219,684,55,Nathen Langosh MD,Mr,Male,1,Married,22,1998-06-25,2021-01-16,Inactive,2021-01-16,,,Staff,Permanant,Buddhist,Technical Officer,1978.0,0,2021.0
220,220,685,4521,Mr Efren Langworth Jr,Mr,Male,1,Married,31,2019-01-01,2020-11-28,Inactive,2020-11-28,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0,0,2020.0
221,221,686,4537,Lacey Paucek,Mr,Male,1,Married,31,2019-02-01,,Inactive,2020-09-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1954.0,0,2020.0
222,222,689,4776,Mrs Bessie Schultz,Mr,Male,1,Married,99,2019-06-24,,Inactive,2020-12-31,,,Staff,Contarct Basis,Buddhist,Resident Site Engineer,1959.0,0,2020.0
223,223,690,4777,Miss Wanda Bayer,Mr,Male,1,Married,7,2019-06-24,2022-02-10,Inactive,2022-02-10,,,Staff,Contarct Basis,Buddhist,Store Keeper,1974.0,2,2022.0
224,224,691,4813,Irving Paucek,Mr,Male,1,Single,22,2019-03-07,,Inactive,2020-12-30,,,Staff,Contarct Basis,Buddhist,Technical Officer,1991.0,0,2020.0
225,225,692,4857,Dr Marion Borer,Mr,Male,1,Married,6,2019-01-08,,Inactive,2020-12-31,,,Staff,Contarct Basis,Buddhist,Project Manager,1987.0,0,2020.0
226,226,693,50016,Prof Sienna Quigley,Mr,Male,1,Married,99,2019-03-10,,Inactive,2020-04-02,,,Staff,Contarct Basis,Buddhist,Resident Site Engineer,1955.0,0,2020.0
227,227,695,4615,Chanel Spencer,Mr,Male,1,Married,31,2019-02-01,2020-11-25,Inactive,2020-11-25,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965.0,0,2020.0
228,228,697,4742,Cletus Bayer Sr,Mr,Male,1,Married,31,2019-05-01,2021-08-31,Inactive,2021-08-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,0,2021.0
229,229,698,4977,Dr Dashawn Bailey,Mr,Male,1,Married,122,2020-06-01,,Active,,,,Labour,Contarct Basis,Buddhist,Security,1958.0,0,
230,230,699,2815,Weston Prohaska III,Mr,Male,1,Married,22,2016-12-22,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1986.0,2,
231,231,700,70087,Alejandra Kreiger,Mr,Male,1,Single,122,2019-09-01,,Active,,,,Labour,Contarct Basis,Buddhist,Security,1991.0,0,
232,232,701,5150,Prof Marlin Adams,Mr,Male,1,Single,31,2021-01-01,2022-04-07,Inactive,2022-04-07,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,0,2022.0
233,233,702,75127,Fausto Konopelski,Mr,Male,1,Married,122,2019-10-09,2020-11-22,Inactive,2020-11-22,,,Labour,Contarct Basis,Buddhist,Security,1961.0,0,2020.0
234,234,703,75128,Cali Jacobson,Mr,Male,1,Married,122,2019-10-10,2021-03-30,Inactive,2021-03-30,,,Labour,Contarct Basis,Buddhist,Security,1981.0,0,2021.0
235,235,709,3952,Leif Konopelski,Miss,Female,1,Single,48,2018-06-01,2022-02-24,Inactive,2022-02-24,,,Staff,Contarct Basis,Buddhist,Draughtsman,1994.0,2,2022.0
236,236,710,5020,Prof Norma Osinski MD,Mr,Male,1,Single,31,2020-01-08,2020-11-24,Inactive,2020-11-24,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,0,2020.0
237,237,711,4341,Brandt Satterfield,Mr,Male,1,Married,24,2018-10-10,,Inactive,2020-06-10,,,Staff,Contarct Basis,Buddhist,Driver,1972.0,0,2020.0
238,238,712,4398,Hope White,Mr,Male,5,Single,65,2018-11-12,2022-06-30,Inactive,2022-06-30,,,Staff,Contarct Basis,Muslim,Design Engineer,1994.0,2,2022.0
239,239,713,4574,Wilburn Gleason,Mr,Male,1,Single,86,2019-02-25,,Active,,,,Staff,Contarct Basis,Buddhist,QA/QC Engineer,1993.0,1,
240,240,715,4723,Dr Ward Pagac,Mr,Male,1,Single,33,2019-06-10,2021-10-18,Inactive,2021-10-18,,,Staff,Contarct Basis,Buddhist,Site Engineer,1992.0,2,2021.0
241,241,716,50000,Prof Vickie Oberbrunner I,Mr,Male,3,Married,6,2020-04-01,2020-12-12,Inactive,2020-12-12,716.0,,Staff,Contarct Basis,Hindu,Project Manager,1962.0,0,2020.0
242,242,717,50004,Mrs Veronica Ziemann,Miss,Female,1,Single,125,2020-07-10,,Active,,,,Staff,Contarct Basis,Buddhist,Data Colector,1993.0,2,
243,243,719,5056,Emilio Lebsack,Mr,Male,1,Married,31,2020-02-02,2021-03-30,Inactive,2021-01-15,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958.0,0,2021.0
244,244,718,50005,Dr Jessy Schmidt,Miss,Female,1,Single,125,2020-07-03,,Active,,,,Staff,Contarct Basis,Buddhist,Data Colector,1996.0,2,
245,245,720,50009,Danial Hyatt,Miss,Female,1,Single,125,2018-05-14,,Inactive,2020-09-04,,,Staff,Contarct Basis,Buddhist,Data Colector,1993.0,0,2020.0
246,246,721,5057,Alexandro Marvin DDS,Mr,Male,1,Married,31,2020-02-03,2020-12-19,Inactive,2020-12-19,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967.0,0,2020.0
247,247,724,4937,Clementine Lehner,Miss,Female,1,Single,22,2020-01-01,2021-07-31,Inactive,2021-07-31,,,Staff,Contarct Basis,Buddhist,Technical Officer,1970.0,2,2021.0
248,248,726,4947,Ramiro Leffler,Mr,Male,1,Married,24,2020-02-07,,Inactive,2020-08-30,,,Staff,Contarct Basis,Buddhist,Driver,1978.0,0,2020.0
249,249,728,4944,Dr Candelario Douglas Jr,Mr,Male,1,Married,22,2020-02-06,2021-05-10,Inactive,2021-05-10,,,Staff,Contarct Basis,Buddhist,Technical Officer,1991.0,0,2021.0
250,250,729,169011,Miss Allison Tillman,Mr,Male,1,Married,124,2020-03-02,,Inactive,2020-06-24,,,Labour,Contarct Basis,Buddhist,Mason,1964.0,0,2020.0
251,251,730,3878,Katarina Wintheiser,Mr,Male,5,Single,27,2018-04-18,,Inactive,2020-12-31,,,Staff,Contarct Basis,Muslim,Supervisor,1993.0,0,2020.0
252,252,731,4400,Letha Gleason,Mr,Male,1,Single,51,2018-11-12,2021-03-22,Inactive,2021-03-22,,,Staff,Contarct Basis,Buddhist,Helper - JCB,2000.0,0,2021.0
253,253,733,4431,Katrina Effertz,Mr,Male,1,Married,80,2019-01-01,,Inactive,2020-07-18,,,Staff,Contarct Basis,Buddhist,Driver - cab,1985.0,0,2020.0
254,254,734,4771,Dorcas Wuckert,Mr,Male,3,Married,33,2019-06-12,,Inactive,2021-02-25,,,Staff,Contarct Basis,Hindu,Site Engineer,1987.0,0,2021.0
255,255,735,4952,Miss Chanelle Corkery I,Mr,Male,3,Single,36,2020-02-24,2021-07-17,Inactive,2021-07-17,,,Staff,Contarct Basis,Hindu,Engineer Assistant,1991.0,2,2021.0
256,256,736,1073,Benjamin Cronin,Mr,Male,1,Married,8,2010-06-07,,Active,,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987.0,2,
257,257,737,4925,Herminia Feest,Mr,Male,1,Married,64,2019-11-26,,Inactive,2020-09-15,,,Staff,Contarct Basis,Buddhist,Safety Officer,1976.0,0,2020.0
258,258,738,194050,Shakira Wiegand,Mr,Male,1,Married,1,2021-01-01,2021-09-30,Inactive,2021-09-30,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1978.0,0,2021.0
259,259,739,4709,Jadyn Lang,Mr,Male,1,Married,31,2019-04-02,2021-09-02,Inactive,2021-09-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,0,2021.0
260,260,740,4710,Dr Jackie Schumm I,Mr,Male,1,Married,31,2019-04-02,2021-03-24,Inactive,2021-03-24,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0,0,2021.0
261,261,741,70006,Precious Kemmer,Mr,Male,1,Single,31,2020-06-01,2022-06-28,Inactive,2022-06-28,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,0,2022.0
262,262,742,194054,Josie Gutkowski,Mr,Male,1,Married,31,2020-12-26,2021-02-27,Inactive,2021-02-27,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,0,2021.0
263,263,743,194055,Prof Bertha Emard Sr,Mr,Male,1,Married,31,2020-12-15,2021-02-25,Inactive,2021-02-25,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2021.0
264,264,744,194028,Shanny Kohler MD,Mr,Male,1,Married,1,2020-09-07,,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1975.0,0,2020.0
265,265,747,2924,Craig Gutmann,Mr,Male,1,Single,7,2017-02-01,,Active,,,,Staff,Contarct Basis,Buddhist,Store Keeper,1994.0,0,
266,266,749,75099,Miss Frances Barton IV,Mr,Male,1,Married,135,2019-10-01,,Active,,,,Labour,Contarct Basis,Buddhist,Wacher,1951.0,0,
267,267,750,75231,Dallin Feeney,Mr,Male,1,Married,37,2019-12-08,,Inactive,2020-08-31,,,Labour,Contarct Basis,Buddhist,Driver-Tractor,1958.0,0,2020.0
268,268,751,194001,Kristina Bahringer,Mr,Male,1,Married,43,2020-01-04,,Inactive,2020-04-24,,,Labour,Contarct Basis,Buddhist,Operator - JCB,1978.0,0,2020.0
269,269,752,194003,Mr German Spinka DDS,Mr,Male,1,Single,31,2020-02-05,,Inactive,2020-03-17,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,0,2020.0
270,270,753,661,Dr Marco Casper,Mr,Male,1,Married,102,2007-05-14,,Inactive,2020-02-28,,,Staff,Contarct Basis,Buddhist,Tractor Driver,1963.0,0,2020.0
271,271,754,4437,Herman Cronin,Mr,Male,1,Single,31,2019-01-01,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,0,
272,272,755,4622,Lorine Grimes,Mr,Male,1,Married,31,2019-02-27,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,
273,273,756,182001,Adah Tromp,Mr,Male,3,Married,123,2020-01-01,,Inactive,2020-03-21,,,Labour,Contarct Basis,Hindu,Carpenter,1973.0,0,2020.0
274,274,757,5013,Lisa Jaskolski,Mr,Male,1,Married,123,2020-07-01,2022-04-30,Inactive,2022-04-30,,,Labour,Contarct Basis,Buddhist,Carpenter,1973.0,0,2022.0
275,275,758,182004,Leon Trantow,Ms,Female,1,Married,29,2020-02-01,,Active,,,,Labour,Contarct Basis,Buddhist,Cook,1981.0,0,
276,276,760,179022,Myrtle Hammes,Mr,Male,1,Married,30,2020-12-07,,Active,,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1967.0,0,
277,277,761,4974,Vanessa Tremblay IV,Mr,Male,1,Single,38,2020-06-01,2022-05-17,Inactive,2022-05-17,,,Labour,Contarct Basis,Buddhist,Office Assistant,1993.0,0,2022.0
278,278,762,70028,Hulda Leannon III,Mr,Male,1,Married,134,2019-07-01,2020-12-19,Inactive,2020-12-19,,,Labour,Contarct Basis,Buddhist,Caretaker,1952.0,0,2020.0
279,279,764,75232,Nelson Considine,Mr,Male,1,Single,31,2019-12-28,,Inactive,2020-03-19,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0,0,2020.0
280,280,765,75233,Prof Garret Blanda I,Mr,Male,1,Single,31,2019-12-28,,Inactive,2020-03-19,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0,0,2020.0
281,281,767,5022,Sierra Marks,Mr,Male,1,Married,31,2020-01-22,,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,0,2020.0
282,282,770,191001,Elenor Nitzsche,Mr,Male,1,Married,31,2020-02-12,,Inactive,2020-07-21,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964.0,0,2020.0
283,283,772,3977,Theron Nader,Mr,Male,3,Single,31,2020-01-01,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1997.0,0,2021.0
284,284,776,75008,Ms Trisha Barrows DVM,Mr,Male,1,Single,55,2019-10-28,2020-12-12,Inactive,2020-12-12,,,Labour,Contarct Basis,Buddhist,Fitter,1997.0,0,2020.0
285,285,777,196039,Evert Christiansen,Mr,Male,1,Single,31,2020-08-14,,Inactive,2020-09-22,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,0,2020.0
286,286,778,4989,Rosina Feil DVM,Mr,Male,1,Married,31,2020-06-01,2022-06-08,Inactive,2022-06-08,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961.0,0,2022.0
287,287,780,75230,Jean Stanton,Mr,Male,1,Single,31,2019-12-20,,Inactive,2020-09-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,0,2020.0
288,288,781,3980,Janessa Powlowski,Mr,Male,4,Married,31,2019-01-01,2022-03-20,Inactive,2022-03-20,,,Labour,Contarct Basis,Catholic,Unskilled Labor,1990.0,0,2022.0
289,289,782,5288,Dr Amara Leffler,Mr,Male,4,Single,31,2020-03-11,,Active,,,,Labour,Contarct Basis,Catholic,Unskilled Labor,2000.0,0,
290,290,783,4187,Kassandra Gerlach,Mr,Male,3,Single,31,2019-01-01,2022-01-09,Inactive,2022-01-09,,,Labour,Contarct Basis,Hindu,Unskilled Labor,2000.0,0,2022.0
291,291,784,4189,Dale Kuhn,Mr,Male,3,Married,31,2019-01-01,2021-05-31,Inactive,2021-05-31,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1954.0,0,2021.0
292,292,785,4277,Dr Garth Gerlach,Mr,Male,3,Married,31,2019-01-01,,Inactive,2020-03-07,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1976.0,0,2020.0
293,293,788,4291,Mr Garrett Bernier,Mr,Male,4,Married,31,2019-01-01,2021-05-31,Inactive,2021-05-31,,,Labour,Contarct Basis,Catholic,Unskilled Labor,1961.0,0,2021.0
294,294,789,4372,Alexandrea Cormier V,Mr,Male,3,Single,31,2019-01-01,,Inactive,2020-03-06,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1996.0,0,2020.0
295,295,791,4593,Porter Renner,Mr,Male,4,Single,31,2019-02-01,,Inactive,2021-02-28,,,Labour,Contarct Basis,Catholic,Unskilled Labor,2000.0,0,2021.0
296,296,794,70036,Jennyfer Waelchi III,Mr,Male,4,Married,31,2019-07-01,,Inactive,2019-12-31,,,Labour,Contarct Basis,Catholic,Unskilled Labor,1966.0,0,2019.0
297,297,796,4805,Gustave Balistreri Sr,Mr,Male,3,Single,31,2019-06-01,,Inactive,2020-07-31,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1995.0,0,2020.0
